"Park1","Park2","distance","duration","origin","destination","status"
"Maplewood State Park MN","Split Rock Creek State Park MN","337676","13311","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Maplewood State Park MN","Split Rock Lighthouse State Park MN","403924","16210","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Maplewood State Park MN","Temperance River State Park MN","459086","18482","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Maplewood State Park MN","Tettegouche State Park MN","424074","17067","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Maplewood State Park MN","Upper Sioux Agency State Park MN","240225","9655","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Maplewood State Park MN","Whitewater State Park MN","496642","17267","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Maplewood State Park MN","Wild River State Park MN","331137","12870","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Maplewood State Park MN","William O'Brien State Park MN","369482","12731","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Maplewood State Park MN","Zippel Bay State Park MN","359527","14324","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"McCarthy Beach State Park MN","Mille Lacs Kathio State Park MN","228967","9456","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Kathio State Park Rd, Kathio Township, MN 56359, USA",TRUE
"McCarthy Beach State Park MN","Minneopa State Park MN","496791","17938","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA",TRUE
"McCarthy Beach State Park MN","Minnesota Valley State Recreation Area MN","422007","14921","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA",TRUE
"McCarthy Beach State Park MN","Monson Lake State Park MN","414317","16906","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA",TRUE
"McCarthy Beach State Park MN","Moose Lake State Park MN","182110","6781","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA",TRUE
"McCarthy Beach State Park MN","Myre-Big Island State Park MN","515507","17762","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"McCarthy Beach State Park MN","Nerstrand Big Woods State Park MN","444420","15672","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"McCarthy Beach State Park MN","Old Mill State Park MN","332636","13749","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"McCarthy Beach State Park MN","Red River State Recreation Area MN","364551","14264","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"McCarthy Beach State Park MN","Rice Lake State Park MN","478250","16876","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"McCarthy Beach State Park MN","St. Croix State Park MN","250224","9232","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"McCarthy Beach State Park MN","Sakatah Lake State Park MN","460223","16007","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"McCarthy Beach State Park MN","Savanna Portage State Park MN","145212","6051","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"McCarthy Beach State Park MN","Scenic State Park MN","52905","3519","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"McCarthy Beach State Park MN","Schoolcraft State Park MN","118828","5302","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"McCarthy Beach State Park MN","Sibley State Park MN","391998","15822","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"McCarthy Beach State Park MN","Split Rock Creek State Park MN","600953","23811","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"McCarthy Beach State Park MN","Split Rock Lighthouse State Park MN","179735","7179","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"McCarthy Beach State Park MN","Temperance River State Park MN","212341","8574","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"McCarthy Beach State Park MN","Tettegouche State Park MN","178632","7218","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"McCarthy Beach State Park MN","Upper Sioux Agency State Park MN","482558","19357","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"McCarthy Beach State Park MN","Whitewater State Park MN","517995","18314","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"McCarthy Beach State Park MN","Wild River State Park MN","305573","11287","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"McCarthy Beach State Park MN","William O'Brien State Park MN","339355","12253","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"McCarthy Beach State Park MN","Zippel Bay State Park MN","261925","10600","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Mille Lacs Kathio State Park MN","Minneopa State Park MN","273208","10371","Kathio State Park Rd, Kathio Township, MN 56359, USA","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA",TRUE
"Mille Lacs Kathio State Park MN","Minnesota Valley State Recreation Area MN","193908","7273","Kathio State Park Rd, Kathio Township, MN 56359, USA","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA",TRUE
"Mille Lacs Kathio State Park MN","Monson Lake State Park MN","205186","8558","Kathio State Park Rd, Kathio Township, MN 56359, USA","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA",TRUE
"Mille Lacs Kathio State Park MN","Moose Lake State Park MN","118895","4802","Kathio State Park Rd, Kathio Township, MN 56359, USA","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA",TRUE
"Mille Lacs Kathio State Park MN","Myre-Big Island State Park MN","307049","10791","Kathio State Park Rd, Kathio Township, MN 56359, USA","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"Mille Lacs Kathio State Park MN","Nerstrand Big Woods State Park MN","241906","9109","Kathio State Park Rd, Kathio Township, MN 56359, USA","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"Mille Lacs Kathio State Park MN","Old Mill State Park MN","406118","16138","Kathio State Park Rd, Kathio Township, MN 56359, USA","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Mille Lacs Kathio State Park MN","Red River State Recreation Area MN","392217","15430","Kathio State Park Rd, Kathio Township, MN 56359, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Mille Lacs Kathio State Park MN","Rice Lake State Park MN","269792","9905","Kathio State Park Rd, Kathio Township, MN 56359, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Mille Lacs Kathio State Park MN","St. Croix State Park MN","104952","4576","Kathio State Park Rd, Kathio Township, MN 56359, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Mille Lacs Kathio State Park MN","Sakatah Lake State Park MN","251764","9036","Kathio State Park Rd, Kathio Township, MN 56359, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Mille Lacs Kathio State Park MN","Savanna Portage State Park MN","117264","4966","Kathio State Park Rd, Kathio Township, MN 56359, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Mille Lacs Kathio State Park MN","Scenic State Park MN","207545","8623","Kathio State Park Rd, Kathio Township, MN 56359, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Mille Lacs Kathio State Park MN","Schoolcraft State Park MN","148485","6447","Kathio State Park Rd, Kathio Township, MN 56359, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Mille Lacs Kathio State Park MN","Sibley State Park MN","182867","7474","Kathio State Park Rd, Kathio Township, MN 56359, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Mille Lacs Kathio State Park MN","Split Rock Creek State Park MN","391822","15463","Kathio State Park Rd, Kathio Township, MN 56359, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Mille Lacs Kathio State Park MN","Split Rock Lighthouse State Park MN","261544","10166","Kathio State Park Rd, Kathio Township, MN 56359, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Mille Lacs Kathio State Park MN","Temperance River State Park MN","316706","12439","Kathio State Park Rd, Kathio Township, MN 56359, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Mille Lacs Kathio State Park MN","Tettegouche State Park MN","281694","11023","Kathio State Park Rd, Kathio Township, MN 56359, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Mille Lacs Kathio State Park MN","Upper Sioux Agency State Park MN","273427","11009","Kathio State Park Rd, Kathio Township, MN 56359, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Mille Lacs Kathio State Park MN","Whitewater State Park MN","318819","11763","Kathio State Park Rd, Kathio Township, MN 56359, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Mille Lacs Kathio State Park MN","Wild River State Park MN","144287","5968","Kathio State Park Rd, Kathio Township, MN 56359, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Mille Lacs Kathio State Park MN","William O'Brien State Park MN","164823","6929","Kathio State Park Rd, Kathio Township, MN 56359, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Mille Lacs Kathio State Park MN","Zippel Bay State Park MN","377814","15277","Kathio State Park Rd, Kathio Township, MN 56359, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Minneopa State Park MN","Minnesota Valley State Recreation Area MN","76282","3204","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA",TRUE
"Minneopa State Park MN","Monson Lake State Park MN","207259","8432","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA",TRUE
"Minneopa State Park MN","Moose Lake State Park MN","316760","11345","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA",TRUE
"Minneopa State Park MN","Myre-Big Island State Park MN","104699","4400","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"Minneopa State Park MN","Nerstrand Big Woods State Park MN","97384","4431","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"Minneopa State Park MN","Old Mill State Park MN","594204","22679","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Minneopa State Park MN","Red River State Recreation Area MN","560735","20209","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Minneopa State Park MN","Rice Lake State Park MN","100000","3713","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Minneopa State Park MN","St. Croix State Park MN","289547","10744","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Minneopa State Park MN","Sakatah Lake State Park MN","56564","2329","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Minneopa State Park MN","Savanna Portage State Park MN","370445","14083","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Minneopa State Park MN","Scenic State Park MN","475158","18304","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Minneopa State Park MN","Schoolcraft State Park MN","416099","16127","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Minneopa State Park MN","Sibley State Park MN","186865","7474","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Minneopa State Park MN","Split Rock Creek State Park MN","211519","8190","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Minneopa State Park MN","Split Rock Lighthouse State Park MN","459409","16709","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Minneopa State Park MN","Temperance River State Park MN","514572","18982","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Minneopa State Park MN","Tettegouche State Park MN","479559","17566","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Minneopa State Park MN","Upper Sioux Agency State Park MN","153769","6412","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Minneopa State Park MN","Whitewater State Park MN","182867","7173","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Minneopa State Park MN","Wild River State Park MN","223917","8900","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Minneopa State Park MN","William O'Brien State Park MN","198793","8016","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Minneopa State Park MN","Zippel Bay State Park MN","620615","24124","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Minnesota Valley State Recreation Area MN","Monson Lake State Park MN","197554","8218","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA",TRUE
"Minnesota Valley State Recreation Area MN","Moose Lake State Park MN","241998","8383","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA",TRUE
"Minnesota Valley State Recreation Area MN","Myre-Big Island State Park MN","143127","5685","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"Minnesota Valley State Recreation Area MN","Nerstrand Big Woods State Park MN","82897","3985","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"Minnesota Valley State Recreation Area MN","Old Mill State Park MN","581435","20746","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Minnesota Valley State Recreation Area MN","Red River State Recreation Area MN","547966","18276","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Minnesota Valley State Recreation Area MN","Rice Lake State Park MN","105869","4799","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Minnesota Valley State Recreation Area MN","St. Croix State Park MN","214785","7782","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Minnesota Valley State Recreation Area MN","Sakatah Lake State Park MN","62549","2902","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Minnesota Valley State Recreation Area MN","Savanna Portage State Park MN","291386","11024","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Minnesota Valley State Recreation Area MN","Scenic State Park MN","396098","15245","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Minnesota Valley State Recreation Area MN","Schoolcraft State Park MN","337039","13069","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Minnesota Valley State Recreation Area MN","Sibley State Park MN","177159","7260","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Minnesota Valley State Recreation Area MN","Split Rock Creek State Park MN","267265","11158","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Minnesota Valley State Recreation Area MN","Split Rock Lighthouse State Park MN","384647","13746","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Minnesota Valley State Recreation Area MN","Temperance River State Park MN","439809","16019","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Minnesota Valley State Recreation Area MN","Tettegouche State Park MN","404797","14604","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Minnesota Valley State Recreation Area MN","Upper Sioux Agency State Park MN","168686","7148","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Minnesota Valley State Recreation Area MN","Whitewater State Park MN","178463","7745","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Minnesota Valley State Recreation Area MN","Wild River State Park MN","149155","5937","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Minnesota Valley State Recreation Area MN","William O'Brien State Park MN","124031","5053","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Minnesota Valley State Recreation Area MN","Zippel Bay State Park MN","566368","21899","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Monson Lake State Park MN","Moose Lake State Park MN","270950","10757","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA",TRUE
"Monson Lake State Park MN","Myre-Big Island State Park MN","316888","12256","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"Monson Lake State Park MN","Nerstrand Big Woods State Park MN","290475","10807","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"Monson Lake State Park MN","Old Mill State Park MN","399225","15239","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Monson Lake State Park MN","Red River State Recreation Area MN","365757","12769","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Monson Lake State Park MN","Rice Lake State Park MN","300720","11528","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Monson Lake State Park MN","St. Croix State Park MN","243737","10156","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Monson Lake State Park MN","Sakatah Lake State Park MN","257285","10145","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Monson Lake State Park MN","Savanna Portage State Park MN","302358","12312","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Monson Lake State Park MN","Scenic State Park MN","386188","16141","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Monson Lake State Park MN","Schoolcraft State Park MN","313075","13082","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Monson Lake State Park MN","Sibley State Park MN","19688","956","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Monson Lake State Park MN","Split Rock Creek State Park MN","209148","8317","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Monson Lake State Park MN","Split Rock Lighthouse State Park MN","413599","16121","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Monson Lake State Park MN","Temperance River State Park MN","468762","18394","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Monson Lake State Park MN","Tettegouche State Park MN","433749","16978","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Monson Lake State Park MN","Upper Sioux Agency State Park MN","90753","3863","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Monson Lake State Park MN","Whitewater State Park MN","372746","13626","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Monson Lake State Park MN","Wild River State Park MN","225207","9828","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Monson Lake State Park MN","William O'Brien State Park MN","245585","9090","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Monson Lake State Park MN","Zippel Bay State Park MN","473476","19094","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
