"Park1","Park2","distance","duration","origin","destination","status"
"Glendalough State Park MN","Zippel Bay State Park MN","380219","15094","Glendalough State Park, 25287 Whitetail Ln, Battle Lake, MN 56515, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Gooseberry Falls State Park MN","Grand Portage State Park MN","178104","7386","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605",TRUE
"Gooseberry Falls State Park MN","Great River Bluffs State Park MN","446147","17222","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Great River Bluffs State Park, 43605 Kipp Dr, Winona, MN 55987, USA",TRUE
"Gooseberry Falls State Park MN","Hayes Lake State Park MN","487990","19166","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Hayes Lake State Park, 48990 Co Rd 4, Roseau, MN 56751, USA",TRUE
"Gooseberry Falls State Park MN","Interstate State Park MN","272442","10027","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Interstate State Park, 307 Milltown Ct., Taylors Falls, MN 55084, United States",TRUE
"Gooseberry Falls State Park MN","Itasca State Park MN","328305","13463","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Itasca State Park, 36750 Main Park Drive, Park Rapids, MN 56470, USA",TRUE
"Gooseberry Falls State Park MN","Jay Cooke State Park MN","93756","3977","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Jay Cooke State Park, 780 MN-210, Carlton, MN 55718, USA",TRUE
"Gooseberry Falls State Park MN","Judge C.R. Magney State Park MN","135842","5651","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Judge C.R. Magney State Park, 4051 MN-61, Grand Marais, MN 55604, USA",TRUE
"Gooseberry Falls State Park MN","Kilen Woods State Park MN","562790","20568","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Kilen Woods State Park, 50200 860th St, Lakefield, MN 56150, USA",TRUE
"Gooseberry Falls State Park MN","La Salle Lake State Recreation Area MN","327642","13271","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","La Salle Lake State Recreation Area, 10899 Co Hwy 9, Solway, MN 55678, USA",TRUE
"Gooseberry Falls State Park MN","Lac qui Parle State Park MN","474500","18476","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Lac qui Parle State Park, 14047 20th St NW, Watson, MN 56295, USA",TRUE
"Gooseberry Falls State Park MN","Lake Bemidji State Park MN","316744","13048","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Lake Bemidji State Park, 3401 State Park Rd NE, Bemidji, MN 56601, USA",TRUE
"Gooseberry Falls State Park MN","Lake Bronson State Park MN","532383","20917","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Lake Bronson State Park, County Rd 28, Lake Bronson, MN 56734, USA",TRUE
"Gooseberry Falls State Park MN","Lake Carlos State Park MN","378727","15376","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Lake Carlos State Park, 2601 County Rd 38 NE, Carlos, MN 56319, USA",TRUE
"Gooseberry Falls State Park MN","Lake Louise State Park MN","493804","17274","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Lake Louise State Park, 12385 766th Ave, Le Roy, MN 55951, USA",TRUE
"Gooseberry Falls State Park MN","Lake Maria State Park MN","321534","12450","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Lake Maria State Park, 11411 Clementa Ave NW, Monticello, MN 55362, USA",TRUE
"Gooseberry Falls State Park MN","Lake Shetek State Park MN","550407","21489","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Lake Shetek State Park, 163 State Park Rd, Currie, MN 56123, USA",TRUE
"Gooseberry Falls State Park MN","Lake Vermilion-Soudan Underground Mine State Park MN","158202","6652","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Lake Vermilion-Soudan Underground Mine State Park, 1302 McKinley Park Rd, Soudan, MN 55782, USA",TRUE
"Gooseberry Falls State Park MN","Maplewood State Park MN","393101","15827","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA",TRUE
"Gooseberry Falls State Park MN","McCarthy Beach State Park MN","190869","7630","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA",TRUE
"Gooseberry Falls State Park MN","Mille Lacs Kathio State Park MN","250403","9811","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Kathio State Park Rd, Kathio Township, MN 56359, USA",TRUE
"Gooseberry Falls State Park MN","Minneopa State Park MN","447920","16255","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA",TRUE
"Gooseberry Falls State Park MN","Minnesota Valley State Recreation Area MN","373136","13238","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA",TRUE
"Gooseberry Falls State Park MN","Monson Lake State Park MN","402475","15801","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA",TRUE
"Gooseberry Falls State Park MN","Moose Lake State Park MN","133239","5098","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA",TRUE
"Gooseberry Falls State Park MN","Myre-Big Island State Park MN","466636","16079","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"Gooseberry Falls State Park MN","Nerstrand Big Woods State Park MN","395549","13989","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"Gooseberry Falls State Park MN","Old Mill State Park MN","499914","19655","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Gooseberry Falls State Park MN","Red River State Recreation Area MN","485982","18915","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Gooseberry Falls State Park MN","Rice Lake State Park MN","429379","15193","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Gooseberry Falls State Park MN","St. Croix State Park MN","201352","7548","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Gooseberry Falls State Park MN","Sakatah Lake State Park MN","411352","14324","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Gooseberry Falls State Park MN","Savanna Portage State Park MN","177921","7187","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Gooseberry Falls State Park MN","Scenic State Park MN","234624","9260","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Gooseberry Falls State Park MN","Schoolcraft State Park MN","221602","9354","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Gooseberry Falls State Park MN","Sibley State Park MN","380157","14716","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
"Gooseberry Falls State Park MN","Split Rock Creek State Park MN","589111","22706","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Split Rock Creek State Park, 336 50th Ave, Jasper, MN 56144, USA",TRUE
"Gooseberry Falls State Park MN","Split Rock Lighthouse State Park MN","11234","468","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Split Rock Lighthouse State Park, 3755 Split Rock Lighthouse Road, Two Harbors, MN 55616, USA",TRUE
"Gooseberry Falls State Park MN","Temperance River State Park MN","66396","2741","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Temperance River State Park, 7620 West Highway 61, Schroeder, MN 55613, United States",TRUE
"Gooseberry Falls State Park MN","Tettegouche State Park MN","31384","1325","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Tettegouche State Park, 5702 MN-61, Silver Bay, MN 55614, USA",TRUE
"Gooseberry Falls State Park MN","Upper Sioux Agency State Park MN","470716","18251","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Upper Sioux Agency State Park, 5908 MN-67, Granite Falls, MN 56241, USA",TRUE
"Gooseberry Falls State Park MN","Whitewater State Park MN","469124","16630","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Whitewater State Park, 19041 MN-74, Altura, MN 55910, USA",TRUE
"Gooseberry Falls State Park MN","Wild River State Park MN","256702","9603","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Wild River State Park, 39797 Park Trail, Center City, MN 55012, USA",TRUE
"Gooseberry Falls State Park MN","William O'Brien State Park MN","290483","10570","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","William O'Brien State Park, 16821 O'Brien Trail N, Marine on St Croix, MN 55047, USA",TRUE
"Gooseberry Falls State Park MN","Zippel Bay State Park MN","431831","16591","Gooseberry Falls State Park, 3206 MN-61, Two Harbors, MN 55616, USA","Zippel Bay State Park, 3684 54th Ave NW, Williams, MN 56686, USA",TRUE
"Grand Portage State Park MN","Great River Bluffs State Park MN","623991","24503","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Great River Bluffs State Park, 43605 Kipp Dr, Winona, MN 55987, USA",TRUE
"Grand Portage State Park MN","Hayes Lake State Park MN","628341","24985","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Hayes Lake State Park, 48990 Co Rd 4, Roseau, MN 56751, USA",TRUE
"Grand Portage State Park MN","Interstate State Park MN","450287","17309","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Interstate State Park, 307 Milltown Ct., Taylors Falls, MN 55084, United States",TRUE
"Grand Portage State Park MN","Itasca State Park MN","496551","20008","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Itasca State Park, 36750 Main Park Drive, Park Rapids, MN 56470, USA",TRUE
"Grand Portage State Park MN","Jay Cooke State Park MN","271601","11258","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Jay Cooke State Park, 780 MN-210, Carlton, MN 55718, USA",TRUE
"Grand Portage State Park MN","Judge C.R. Magney State Park MN","42216","1690","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Judge C.R. Magney State Park, 4051 MN-61, Grand Marais, MN 55604, USA",TRUE
"Grand Portage State Park MN","Kilen Woods State Park MN","740635","27849","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Kilen Woods State Park, 50200 860th St, Lakefield, MN 56150, USA",TRUE
"Grand Portage State Park MN","La Salle Lake State Recreation Area MN","482292","19331","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","La Salle Lake State Recreation Area, 10899 Co Hwy 9, Solway, MN 55678, USA",TRUE
"Grand Portage State Park MN","Lac qui Parle State Park MN","652345","25757","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Lac qui Parle State Park, 14047 20th St NW, Watson, MN 56295, USA",TRUE
"Grand Portage State Park MN","Lake Bemidji State Park MN","471394","19108","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Lake Bemidji State Park, 3401 State Park Rd NE, Bemidji, MN 56601, USA",TRUE
"Grand Portage State Park MN","Lake Bronson State Park MN","687033","26977","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Lake Bronson State Park, County Rd 28, Lake Bronson, MN 56734, USA",TRUE
"Grand Portage State Park MN","Lake Carlos State Park MN","556572","22657","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Lake Carlos State Park, 2601 County Rd 38 NE, Carlos, MN 56319, USA",TRUE
"Grand Portage State Park MN","Lake Louise State Park MN","671649","24555","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Lake Louise State Park, 12385 766th Ave, Le Roy, MN 55951, USA",TRUE
"Grand Portage State Park MN","Lake Maria State Park MN","499378","19732","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Lake Maria State Park, 11411 Clementa Ave NW, Monticello, MN 55362, USA",TRUE
"Grand Portage State Park MN","Lake Shetek State Park MN","728252","28770","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Lake Shetek State Park, 163 State Park Rd, Currie, MN 56123, USA",TRUE
"Grand Portage State Park MN","Lake Vermilion-Soudan Underground Mine State Park MN","271052","11971","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Lake Vermilion-Soudan Underground Mine State Park, 1302 McKinley Park Rd, Soudan, MN 55782, USA",TRUE
"Grand Portage State Park MN","Maplewood State Park MN","570946","23109","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Maplewood State Park, 39721 Park Entrance Road, Pelican Rapids, MN 56572, USA",TRUE
"Grand Portage State Park MN","McCarthy Beach State Park MN","326305","13181","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","McCarthy Beach State Park, 7622 McCarthy Beach Rd, Side Lake, MN 55781, USA",TRUE
"Grand Portage State Park MN","Mille Lacs Kathio State Park MN","428248","17092","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Kathio State Park Rd, Kathio Township, MN 56359, USA",TRUE
"Grand Portage State Park MN","Minneopa State Park MN","625765","23536","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Minneopa State Park, 54497 Gadwall Rd, Mankato, MN 56001, USA",TRUE
"Grand Portage State Park MN","Minnesota Valley State Recreation Area MN","550981","20519","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Minnesota Valley State Recreation Area, 19825 Park Blvd, Jordan, MN 55352, USA",TRUE
"Grand Portage State Park MN","Monson Lake State Park MN","580320","23082","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Monson Lake State Park, 1690 15th St NE, Sunburg, MN 56289, USA",TRUE
"Grand Portage State Park MN","Moose Lake State Park MN","311084","12379","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Moose Lake State Park, 4252 Co Rd 137, Moose Lake, MN 55767, USA",TRUE
"Grand Portage State Park MN","Myre-Big Island State Park MN","644481","23360","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Myre-Big Island State Park, 19499 780th Ave, Albert Lea, MN 56007, USA",TRUE
"Grand Portage State Park MN","Nerstrand Big Woods State Park MN","573393","21270","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Nerstrand Big Woods State Park, 9700 170th St E, Nerstrand, MN 55053, USA",TRUE
"Grand Portage State Park MN","Old Mill State Park MN","654564","25714","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Old Mill State Park, 33489 240th Ave NW, Argyle, MN 56713, USA",TRUE
"Grand Portage State Park MN","Red River State Recreation Area MN","640632","24975","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Red River State Recreation Area, 515 2nd St NW, East Grand Forks, MN 56721, USA",TRUE
"Grand Portage State Park MN","Rice Lake State Park MN","607224","22474","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Rice Lake, Merton Township, MN 55060, USA",TRUE
"Grand Portage State Park MN","St. Croix State Park MN","379197","14829","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","St. Croix State Park, 30065 St Croix Park Rd, Hinckley, MN 55037, USA",TRUE
"Grand Portage State Park MN","Sakatah Lake State Park MN","589197","21605","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Sakatah Lake State Park, 50499 Sakatah Lake State Park Road, Waterville, MN 56096, United States",TRUE
"Grand Portage State Park MN","Savanna Portage State Park MN","355766","14468","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Savanna Portage State Park, 55626 Lake Pl, McGregor, MN 55760, USA",TRUE
"Grand Portage State Park MN","Scenic State Park MN","370060","14811","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Scenic State Park, 56956 Scenic Hwy, Bigfork, MN 56628, USA",TRUE
"Grand Portage State Park MN","Schoolcraft State Park MN","376252","15414","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Schoolcraft State Park, 9042 Schoolcraft Ln NE, Deer River, MN 56636, USA",TRUE
"Grand Portage State Park MN","Sibley State Park MN","558001","21997","Grand Portage State Park, 9393 MN-61, Grand Portage, MN 55605","Sibley State Park, 800 Sibley Park Rd NE, New London, MN 56273, USA",TRUE
